[2025-10-20 03:15:57] [javac-extractor-29136] Starting extraction for:
                                              sun.java.command=com.semmle.extractor.java.JavaExtractor --jdk-version 21 --javac-args @@@C:\Sidd all in one\Unsafe\Lab6\CodeQL-Databases\zxing-codeql-db\log\ext\javac.args
                                              user.dir=C:\Sidd all in one\Unsafe\Lab6\Repos\zxing
[2025-10-20 03:15:57] [javac-extractor-29136] Compilation name C:/Sidd all in one/Unsafe/Lab6/CodeQL-Databases/zxing-codeql-db/trap/java/diagnostics/diagnostic.trap.gz
[2025-10-20 03:16:18] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code128Reader.java
[2025-10-20 03:16:18] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code128Writer.java
[2025-10-20 03:16:18] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code39Reader.java
[2025-10-20 03:16:18] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code39Writer.java
[2025-10-20 03:16:18] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code93Reader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\Code93Writer.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\EAN13Reader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEANReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEANExtensionSupport.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\EANManufacturerOrgSupport.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEANExtension2Support.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEANExtension5Support.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\EAN13Writer.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEANWriter.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\EAN8Reader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\EAN8Writer.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\ITFReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\ITFWriter.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\MultiFormatOneDReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\MultiFormatUPCEANReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCAReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCAWriter.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\UPCEWriter.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\AbstractRSSReader.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\DataCharacter.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\FinderPattern.java
[2025-10-20 03:16:19] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\Pair.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\RSS14Reader.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\RSSUtils.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\BitArrayBuilder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\ExpandedPair.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\ExpandedRow.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\RSSExpandedReader.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI013103decoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI013x0xDecoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01weightDecoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01decoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AbstractExpandedDecoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\GeneralAppIdDecoder.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\CurrentParsingState.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\DecodedNumeric.java
[2025-10-20 03:16:20] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\DecodedObject.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\DecodedInformation.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\BlockParsedResult.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\DecodedChar.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01320xDecoder.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01392xDecoder.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01393xDecoder.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI013x0x1xDecoder.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AI01AndOtherAIs.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\AnyAIDecoder.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\oned\rss\expanded\decoders\FieldParser.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\PDF417Common.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\PDF417Reader.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\PDF417ResultMetadata.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\PDF417Writer.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\PDF417.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\BarcodeMatrix.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\Compaction.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\BarcodeRow.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\BarcodeMetadata.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\BarcodeValue.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\BoundingBox.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\Codeword.java
[2025-10-20 03:16:21] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\DecodedBitStreamParser.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\DetectionResult.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\DetectionResultColumn.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\DetectionResultRowIndicatorColumn.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\PDF417CodewordDecoder.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\PDF417ScanningDecoder.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\ec\ErrorCorrection.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\ec\ModulusGF.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\decoder\ec\ModulusPoly.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\detector\Detector.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\detector\PDF417DetectorResult.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\Dimensions.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\PDF417ErrorCorrection.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\PDF417HighLevelEncoder.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\pdf417\encoder\PDF417HighLevelEncoderTestAdapter.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\QRCodeWriter.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\QRCode.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\decoder\Mode.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\decoder\DataBlock.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\decoder\DataMask.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\decoder\DecodedBitStreamParser.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\decoder\QRCodeDecoderMetaData.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\detector\AlignmentPatternFinder.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\BlockPair.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\Encoder.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\MaskUtil.java
[2025-10-20 03:16:22] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\MatrixUtil.java
[2025-10-20 03:16:23] [javac-extractor-29136] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\zxing\core\src\main\java\com\google\zxing\qrcode\encoder\MinimalEncoder.java
[2025-10-20 03:16:23] [javac-extractor-29136] Javac init time: 5.4s
[2025-10-20 03:16:23] [javac-extractor-29136] Javac attr time: 1.4s
[2025-10-20 03:16:23] [javac-extractor-29136] Extractor time: 18.5s
[2025-10-20 03:16:23] [javac-extractor-29136] Other time: 0.7s
[2025-10-20 03:16:23] [javac-extractor-29136] Total time: 26.0s
