[2025-10-20 03:29:05] [javac-extractor-27808] Starting extraction for:
                                              sun.java.command=com.semmle.extractor.java.JavaExtractor --jdk-version 17 --javac-args @@@C:\Sidd all in one\Unsafe\Lab6\CodeQL-Databases\log4j-codeql-db\log\ext\javac-2.args
                                              user.dir=C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2
[2025-10-20 03:29:05] [javac-extractor-27808] Compilation name C:/Sidd all in one/Unsafe/Lab6/CodeQL-Databases/log4j-codeql-db/trap/java/diagnostics/diagnostic-2.trap.gz
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\InternalException.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\LambdaUtil.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\LazyBoolean.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\LazyUtil.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\LoaderUtil.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\OsgiServiceLocator.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\PrivateSecurityManagerStackTraceUtil.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\ProcessIdUtil.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\PropertiesPropertySource.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\PropertyFilePropertySource.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\ProviderActivator.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\ProviderUtil.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\ServiceLoaderUtil.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\SortedArrayStringMap.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\StackLocator.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\StackLocatorUtil.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\SystemPropertiesPropertySource.java
[2025-10-20 03:29:23] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Timer.java
[2025-10-20 03:29:24] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Unbox.java
[2025-10-20 03:29:24] [javac-extractor-27808] Javac init time: 5.5s
[2025-10-20 03:29:24] [javac-extractor-27808] Javac attr time: 1.9s
[2025-10-20 03:29:24] [javac-extractor-27808] Extractor time: 10.6s
[2025-10-20 03:29:24] [javac-extractor-27808] Other time: 0.5s
[2025-10-20 03:29:24] [javac-extractor-27808] Total time: 18.6s
